Delta Mass,USI,Charge,Cosine,Matching Peaks,Dataset,Status
-1,mzspec:MSV000081160:updates/2017-06-18_lamccall_7b8bdcf9/peak/Org_pos/Samples/QC_180-20_170618172738.mzXML:scan:118,1,0.9,2,MSV000081160,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_MED_1_1to10__102030eV___Run23.mzML:scan:4489,1,0.9,2,MSV000090480,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_QC_01.mzML:scan:5882,1,0.9,3,ST001794,NoID
-0.99,mzspec:ST002551:Pooled_QC_MS2_2_POS.mzXML:scan:1790,1,0.9,4,ST002551,NoID
-1,mzspec:MSV000081160:updates/2017-06-18_lamccall_7b8bdcf9/peak/Org_pos/Samples/QC_180-20_170617205241.mzXML:scan:114,1,0.9,2,MSV000081160,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:767,1,0.9,4,MSV000088772,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-02.mzML:scan:5238,1,0.9,2,ST003210,NoID
-1,mzspec:MSV000081160:updates/2017-06-18_lamccall_7b8bdcf9/peak/Org_pos/Samples/QC_180-20_170618032731.mzXML:scan:117,1,0.9,2,MSV000081160,NoID
-1,mzspec:MSV000081160:updates/2017-06-18_lamccall_7b8bdcf9/peak/Org_pos/QC/QC_180-20_170617205241.mzXML:scan:114,1,0.9,2,MSV000081160,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G78941_rerun_BH8_01_18780.mzML:scan:50,1,0.9,4,MSV000082074,NoID
-0.99,mzspec:MSV000085226:ccms_peak/qemistree_midi_data/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000085226,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/619_Group10_142dpi_LA_189_G_C5_P120.mzXML:scan:87,1,0.9,4,MSV000087427,NoID
-0.99,mzspec:MSV000095381:peak/FedPig_Tissue_Pos_Spleen5_DDA.mzML:scan:5712,1,0.9,4,MSV000095381,NoID
-1,mzspec:MSV000082074:ccms_peak/Samples/G75253_BA11_01_18919.mzML:scan:51,1,0.9,4,MSV000082074,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G86819_1x_RB12_01_23278.mzML:scan:50,1,0.9,4,MSV000082074,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000084900,NoID
-0.99,mzspec:MSV000095654:raw/mzml/Cecum_27_HILICpos.mzML:scan:13476,1,0.9,3,MSV000095654,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_J-DDA.mzML:scan:6683,1,0.9,4,MSV000095381,NoID
-1,mzspec:MSV000082074:ccms_peak/Samples/G72763_BF9_01_19027.mzML:scan:50,1,0.9,4,MSV000082074,NoID
-0.99,mzspec:MSV000095605:peak/quad_7_15_UNINFECTED_WT_UNINF_2_10_7_2021_12_178_G11.mzML:scan:101,1,0.9,4,MSV000095605,NoID
-1,mzspec:MSV000095605:peak/QC_quad_2_3.mzML:scan:1016,1,0.9,4,MSV000095605,NoID
-1,mzspec:MSV000088772:peak/mzML/quad_33_15_INFECTED_WT_INF_4_10_14_2021_4_182_A11.mzML:scan:1018,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000095605:peak/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:767,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_46_50_UNINFECTED_WT_UNINF_2_11_11_2021_18_183_F11.mzML:scan:434,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000088255:ccms_peak/Urine_NGS143_FragPos.mzML:scan:5281,1,0.9,4,MSV000088255,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_Sa_10.mzML:scan:5914,1,0.9,2,ST001794,NoID
-0.99,mzspec:MSV000084101:ccms_peak/Animal_simple_subset/G78941_rerun_BH8_01_18780.mzML:scan:50,1,0.9,4,MSV000084101,NoID
-1.03,mzspec:MSV000082268:peak/mzxml_files/samples/Plate6_BE11_01_24197.mzXML:scan:104,1,0.9,3,MSV000082268,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_Sa_04.mzML:scan:5872,1,0.9,3,ST001794,NoID
-1.03,mzspec:MSV000082268:peak/mzxml_files/samples/Plate9_GC6_01_24743.mzXML:scan:103,1,0.9,3,MSV000082268,NoID
-1,mzspec:MSV000083014:peak/Samples/G96268_5x_BD8_01_32770.mzXML:scan:38,1,0.9,4,MSV000083014,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000083010,NoID
-0.99,mzspec:MSV000083014:peak/Samples/G96378_5x_RC7_01_32635.mzXML:scan:39,1,0.9,4,MSV000083014,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G72733_10x_BF11_01_17859.mzML:scan:45,1,0.9,4,MSV000082074,NoID
-1,mzspec:MSV000095605:peak/quad_33_15_INFECTED_WT_INF_4_10_14_2021_4_182_A11.mzML:scan:1018,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000084101:ccms_peak/Animal_simple_subset/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000084101,NoID
-0.99,mzspec:MSV000095605:peak/quad_48_50_UNINFECTED_WT_UNINF_2_11_11_2021_19_183_H11.mzML:scan:185,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_54_50_UNINFECTED_WT_UNINF_1_11_18_2021_17_184_F11.mzML:scan:363,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_43_50_INFECTED_WT_INF_1_11_11_2021_7_183_C11.mzML:scan:782,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_43_50_INFECTED_WT_INF_1_11_11_2021_7_183_C11.mzML:scan:700,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_43_50_INFECTED_WT_INF_1_11_11_2021_7_183_C11.mzML:scan:191,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000082074,NoID
-0.99,mzspec:MSV000081673:ccms_peak/data_mzxml/Samples/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000081673,NoID
-0.99,mzspec:MSV000095605:peak/quad_37_15_INFECTED_WT_INF_5_10_14_2021_5_182_E11.mzML:scan:639,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000084734:ccms_peak/files/Animal_simple_subset/files/G78940_BA8_01_18643.mzML:scan:44,1,0.9,4,MSV000084734,NoID
-0.99,mzspec:MSV000095605:peak/quad_37_15_INFECTED_WT_INF_5_10_14_2021_5_182_E11.mzML:scan:120,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_45_50_INFECTED_WT_INF_2_11_11_2021_8_183_E11.mzML:scan:278,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_53_50_INFECTED_WT_INF_1_11_18_2021_8_184_E11.mzML:scan:548,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_46_50_UNINFECTED_WT_UNINF_2_11_11_2021_18_183_F11.mzML:scan:434,1,0.9,4,MSV000095605,NoID
-1.02,mzspec:MSV000095605:peak/QC_quad_minus_QC1.mzML:scan:840,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_47_50_INFECTED_WT_INF_2_11_11_2021_9_183_G11.mzML:scan:603,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Liver5_DDA.mzML:scan:6327,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_C-DDA.mzML:scan:6656,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_C-DDA.mzML:scan:6621,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_P-DDA.mzML:scan:6524,1,0.9,4,MSV000095381,NoID
-1,mzspec:MSV000095381:peak/HF2_Pos_120m_R-DDA.mzML:scan:5731,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000083014:peak/Samples/G96273_5x_RE8_01_32670.mzXML:scan:41,1,0.9,4,MSV000083014,NoID
-0.99,mzspec:MSV000095605:peak/quad_33_15_INFECTED_WT_INF_4_10_14_2021_4_182_A11.mzML:scan:105,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_A-DDA.mzML:scan:6703,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed4_Pos_120m_IVC-DDA.mzML:scan:6624,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_21_15_INFECTED_WT_INF_1_10_14_2021_1_180_E11.mzML:scan:300,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_21_15_INFECTED_WT_INF_1_10_14_2021_1_180_E11.mzML:scan:127,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_48_50_UNINFECTED_WT_UNINF_2_11_11_2021_19_183_H11.mzML:scan:774,1,0.9,4,MSV000095605,NoID
-1,mzspec:MSV000095381:peak/HF2_Pos_120m_S-DDA.mzML:scan:6053,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_48_50_UNINFECTED_WT_UNINF_2_11_11_2021_19_183_H11.mzML:scan:687,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_48_50_UNINFECTED_WT_UNINF_2_11_11_2021_19_183_H11.mzML:scan:526,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_C-DDA.mzML:scan:6649,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_49_50_INFECTED_WT_INF_3_11_11_2021_10_184_A11.mzML:scan:526,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_49_50_INFECTED_WT_INF_3_11_11_2021_10_184_A11.mzML:scan:445,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Adipose5_DDA.mzML:scan:5982,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed4_Pos_120m_P-DDA.mzML:scan:6714,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_11_15_UNINFECTED_WT_UNINF_3_10_7_2021_13_179_C11.mzML:scan:198,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_11_15_UNINFECTED_WT_UNINF_3_10_7_2021_13_179_C11.mzML:scan:97,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_27_15_UNINFECTED_WT_UNINF_2_10_14_2021_12_181_C11.mzML:scan:267,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_43_50_INFECTED_WT_INF_1_11_11_2021_7_183_C11.mzML:scan:365,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_43_50_INFECTED_WT_INF_1_11_11_2021_7_183_C11.mzML:scan:281,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/QC_quad_2_4.mzML:scan:354,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_R-DDA.mzML:scan:6380,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_19_15_UNINFECTED_WT_UNINF_5_10_7_2021_15_180_C11.mzML:scan:528,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_19_15_UNINFECTED_WT_UNINF_5_10_7_2021_15_180_C11.mzML:scan:440,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_19_15_UNINFECTED_WT_UNINF_5_10_7_2021_15_180_C11.mzML:scan:356,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF5_Pos_120m_FA-DDA.mzML:scan:5838,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/liver_47_50_INFECTED_WT_INF_2_11_11_2021_9_183_G10.mzML:scan:296,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Adipose5_DDA.mzML:scan:6069,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Adipose5_DDA.mzML:scan:5900,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_44_50_UNINFECTED_WT_UNINF_1_11_11_2021_17_183_D11.mzML:scan:531,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_J-DDA.mzML:scan:6617,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/FedPig_Tissue_Pos_Heart5_DDA.mzML:scan:6431,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_57_50_UNINFECTED_WT_UNINF_2_11_18_2021_19_185_A11.mzML:scan:777,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_57_50_UNINFECTED_WT_UNINF_2_11_18_2021_19_185_A11.mzML:scan:694,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_H-DDA.mzML:scan:6550,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G86819_1x_RB12_01_23278.mzML:scan:50,1,0.9,4,MSV000083010,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_S-DDA.mzML:scan:5840,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_35_15_UNINFECTED_WT_UNINF_4_10_14_2021_14_182_C11.mzML:scan:357,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_35_15_UNINFECTED_WT_UNINF_4_10_14_2021_14_182_C11.mzML:scan:189,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000085226:ccms_peak/qemistree_midi_data/G78941_rerun_BH8_01_18780.mzML:scan:50,1,0.9,4,MSV000085226,NoID
-0.99,mzspec:MSV000095381:peak/HF5_Pos_120m_CS-DDA.mzML:scan:5863,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_RV-DDA.mzML:scan:6762,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_58_50_UNINFECTED_WT_UNINF_2_11_18_2021_20_185_B11.mzML:scan:184,1,0.9,4,MSV000088772,NoID
-0.99,mzspec:MSV000088255:ccms_peak/Urine_NGS031_FragPos.mzML:scan:5270,1,0.9,4,MSV000088255,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Muscle5_DDA.mzML:scan:7444,1,0.9,4,MSV000095381,NoID
-1,mzspec:MSV000083014:peak/Samples/G96351_5x_RH6_01_32745.mzXML:scan:39,1,0.9,4,MSV000083014,NoID
-0.99,mzspec:MSV000095381:peak/FedPig_Tissue_Pos_Muscle5_DDA.mzML:scan:6077,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_P-DDA.mzML:scan:6721,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF2_Pos_120m_FA-DDA.mzML:scan:5880,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000088255:ccms_peak/Urine_NGS082_FragPos.mzML:scan:5214,1,0.9,4,MSV000088255,NoID
-1,mzspec:MSV000095381:peak/HF1_Pos_120m_J-DDA.mzML:scan:5967,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G78941_rerun_BH8_01_18780.mzML:scan:50,1,0.9,4,MSV000083010,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_LV-DDA.mzML:scan:5469,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000081673:ccms_peak/data_mzxml/Controls/Solvent_Blank_5_4_BD1_01_18681.mzML:scan:52,1,0.9,4,MSV000081673,NoID
-0.99,mzspec:MSV000095381:peak/HF2_Pos_120m_FV-DDA.mzML:scan:5981,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_RV-DDA.mzML:scan:6592,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_R-DDA.mzML:scan:6379,1,0.9,4,MSV000095381,NoID
-1.03,mzspec:MSV000082268:peak/mzxml_files/samples/Plate6_BF6_01_24206.mzXML:scan:296,1,0.9,4,MSV000082268,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Adipose5_DDA.mzML:scan:5857,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_51_50_INFECTED_WT_INF_1_11_18_2021_7_184_C11.mzML:scan:609,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_56_50_UNINFECTED_WT_UNINF_2_11_18_2021_18_184_H11.mzML:scan:342,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF5_Pos_120m_FA-DDA.mzML:scan:5868,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/FedPig_Tissue_Pos_Lung5_DDA.mzML:scan:5829,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_29_15_INFECTED_WT_INF_3_10_14_2021_3_181_E11.mzML:scan:208,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Muscle5_DDA.mzML:scan:6820,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Muscle5_DDA.mzML:scan:6868,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_39_15_UNINFECTED_WT_UNINF_5_10_14_2021_15_182_G11.mzML:scan:693,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Muscle5_DDA.mzML:scan:7377,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Smallintestine5_DDA.mzML:scan:5997,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_15_15_UNINFECTED_WT_UNINF_4_10_7_2021_14_179_G11.mzML:scan:357,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/FedPig_Tissue_Pos_L_intestine5_DDA.mzML:scan:5613,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_P-DDA.mzML:scan:6552,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_15_15_UNINFECTED_WT_UNINF_4_10_7_2021_14_179_G11.mzML:scan:272,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed4_Pos_120m_H-DDA.mzML:scan:6715,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF5_Pos_120m_FV-DDA.mzML:scan:5697,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed1_Pos_120m_CS-DDA.mzML:scan:6542,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_15_15_UNINFECTED_WT_UNINF_4_10_7_2021_14_179_G11.mzML:scan:90,1,0.9,4,MSV000095605,NoID
-1,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_G233-INC_6_1to10__102040eV___Run109.mzML:scan:4454,1,0.9,3,MSV000090480,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_P-DDA.mzML:scan:5646,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed2_Pos_120m_FA-DDA.mzML:scan:6442,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_7_15_UNINFECTED_WT_UNINF_2_10_7_2021_12_178_G11.mzML:scan:204,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_A-DDA.mzML:scan:6517,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed1_Pos_120m_S-DDA.mzML:scan:6604,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_57_50_UNINFECTED_WT_UNINF_2_11_18_2021_19_185_A11.mzML:scan:777,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_CS-DDA.mzML:scan:5530,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF2_Pos_120m_RV-DDA.mzML:scan:5923,1,0.9,4,MSV000095381,NoID
-1,mzspec:MSV000095381:peak/HF2_Pos_120m_J-DDA.mzML:scan:5874,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_57_50_UNINFECTED_WT_UNINF_2_11_18_2021_19_185_A11.mzML:scan:694,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_E-DDA.mzML:scan:5541,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_35_15_UNINFECTED_WT_UNINF_4_10_14_2021_14_182_C11.mzML:scan:357,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_35_15_UNINFECTED_WT_UNINF_4_10_14_2021_14_182_C11.mzML:scan:189,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_58_50_UNINFECTED_WT_UNINF_2_11_18_2021_20_185_B11.mzML:scan:184,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed3_Pos_120m_FV-DDA.mzML:scan:6571,1,0.9,4,MSV000095381,NoID
-1,mzspec:MSV000083014:peak/Samples/G96214_5x_BF6_01_32526.mzXML:scan:45,1,0.9,4,MSV000083014,NoID
-0.99,mzspec:MSV000095381:peak/HF_Pos_Largeintestine5_DDA.mzML:scan:5960,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_56_50_UNINFECTED_WT_UNINF_2_11_18_2021_18_184_H11.mzML:scan:256,1,0.9,4,MSV000095605,NoID
-1.03,mzspec:MSV000082268:peak/mzxml_files/samples/Plate6_BE11_01_24197.mzXML:scan:269,1,0.9,4,MSV000082268,NoID
-0.99,mzspec:MSV000095605:peak/quad_9_15_INFECTED_WT_INF_3_10_7_2021_3_179_A11.mzML:scan:275,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_9_15_INFECTED_WT_INF_3_10_7_2021_3_179_A11.mzML:scan:101,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_37_15_INFECTED_WT_INF_5_10_14_2021_5_182_E11.mzML:scan:471,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_37_15_INFECTED_WT_INF_5_10_14_2021_5_182_E11.mzML:scan:303,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_45_50_INFECTED_WT_INF_2_11_11_2021_8_183_E11.mzML:scan:702,1,0.9,4,MSV000095605,NoID
-1,mzspec:MSV000083010:ccms_peak/Samples/G75253_BA11_01_18919.mzML:scan:51,1,0.9,4,MSV000083010,NoID
-0.99,mzspec:MSV000095605:peak/quad_53_50_INFECTED_WT_INF_1_11_18_2021_8_184_E11.mzML:scan:294,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_17_15_INFECTED_WT_INF_5_10_7_2021_5_180_A11.mzML:scan:199,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_55_50_INFECTED_WT_INF_2_11_18_2021_10_184_G11.mzML:scan:362,1,0.9,4,MSV000095605,NoID
-1,mzspec:MSV000095381:peak/HF1_Pos_120m_P-DDA.mzML:scan:6079,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_55_50_INFECTED_WT_INF_2_11_18_2021_10_184_G11.mzML:scan:105,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_54_50_UNINFECTED_WT_UNINF_1_11_18_2021_17_184_F11.mzML:scan:788,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_54_50_UNINFECTED_WT_UNINF_1_11_18_2021_17_184_F11.mzML:scan:616,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/QC_quad_2_3.mzML:scan:95,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:603,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:351,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_42_50_UNINFECTED_WT_UNINF_1_11_11_2021_16_183_B11.mzML:scan:179,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_3_15_UNINFECTED_WT_UNINF_1_10_7_2021_11_178_C11.mzML:scan:92,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed1_Pos_120m_C-DDA.mzML:scan:6515,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095605:peak/quad_50_50_UNINFECTED_WT_UNIF_3_11_11_2021_20_184_B11.mzML:scan:269,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095605:peak/quad_50_50_UNINFECTED_WT_UNIF_3_11_11_2021_20_184_B11.mzML:scan:184,1,0.9,4,MSV000095605,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_FA-DDA.mzML:scan:6776,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF5_Pos_120m_U-DDA.mzML:scan:7222,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/HF3_Pos_120m_C-DDA.mzML:scan:5589,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000095381:peak/fed5_Pos_120m_S-DDA.mzML:scan:6705,1,0.9,4,MSV000095381,NoID
-0.99,mzspec:MSV000094961:peak/2M.mzXML:scan:292,1,0.9,4,MSV000094961,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87335_rerun_RA10_01_26196.mzML:scan:47,1,0.9,4,MSV000084900,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_El15644_7.mzML:scan:6396,1,0.9,3,ST002512,NoID
-0.99,mzspec:MSV000088283:ccms_peak/HILIC_pos/HILIC_pos_12_73_Pool_Hilic_pos-Pool.mzML:scan:4294967295,1,0.9,4,MSV000088283,NoID
