Delta Mass,USI,Charge,Cosine,Matching Peaks,Dataset,Status
0,mzspec:MSV000092833:peak/HNRC_mzml/P3_E6_Sample_X3165529.mzML:scan:2195,1,0.87,10,MSV000092833,NoID
0.99,mzspec:MSV000085446:ccms_peak/1w10.mzML:scan:2051,1,0.87,9,MSV000085446,NoID
0,mzspec:MSV000084681:ccms_peak/mzXML/Small intestine/LeuM2_SI_BA1_01_49950.mzML:scan:1227,1,0.87,9,MSV000084681,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85350_BD10_01_37147.mzML:scan:1220,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85188_GE8_01_36865.mzML:scan:1240,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:314110,1,0.87,10,MSV000091795,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85047_RF9_01_36533.mzML:scan:1253,1,0.87,9,MSV000084099,NoID
0.99,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:430937,1,0.87,9,MSV000091795,NoID
-0.01,mzspec:MSV000084775:ccms_peak/mzXML/Samples/FIT031CCAL_GG4_01_50272.mzML:scan:2609,1,0.87,8,MSV000084775,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85203_RC5_01_36489.mzML:scan:1258,1,0.87,9,MSV000084099,NoID
0,mzspec:MSV000081343:ccms_peak/mzXML/Ileum/EZ457.mzXML:scan:2030,1,0.87,9,MSV000081343,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:269278,1,0.87,10,MSV000091795,NoID
0,mzspec:MSV000081482:ccms_peak/haddad_ldlr_6weeks_fecal_raw/26-F-07.mzML:scan:2033,1,0.87,11,MSV000081482,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:415552,1,0.87,9,MSV000091795,NoID
0,mzspec:MSV000088761:ccms_peak/BAAT_LCMS_files/Tissue/Samples/Baat155J.mzML:scan:3112,1,0.87,10,MSV000088761,NoID
0,mzspec:MSV000083995:ccms_peak/mzXML/Cecum Samples/ChAT/ChAT_S2_DREADD_3_Cecum_BB4_01_44192.mzML:scan:1228,1,0.87,9,MSV000083995,NoID
0,mzspec:MSV000087562:peak/HILIC_pos_iHMPpool/0020_DOR_AA_BAConj_HP-iHMP_Pool_40V.mzML:scan:1785,1,0.87,9,MSV000087562,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G84906_GE2_01_36859.mzML:scan:1245,1,0.87,11,MSV000082969,NoID
0,mzspec:MSV000087562:ccms_peak/HILIC_pos_iHMPpool/0020_DOR_AA_BAConj_HP-iHMP_Pool_40V.mzML:scan:1785,1,0.87,9,MSV000087562,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G85058_RG11_01_35746.mzML:scan:1315,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000081151:ccms_peak/mzXML_Files/Plate_1/HFD_C3_KO2.mzXML:scan:2132,1,0.87,9,MSV000081151,NoID
0.99,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:382453,1,0.87,9,MSV000091795,NoID
0,mzspec:ST002320:HaffnerEtAl_2022_MS_Data/NO08.mzXML:scan:2717,1,0.87,9,ST002320,NoID
0,mzspec:MSV000081482:ccms_peak/haddad_ldlr_6weeks_fecal_raw/31-F-09.mzML:scan:2007,1,0.87,10,MSV000081482,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85244_rerun_gas_BC8_01_37212.mzML:scan:1227,1,0.87,9,MSV000084099,NoID
0,mzspec:MSV000082049:peak/Plate_4/23_35.mzML:scan:2059,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000080673:ccms_peak/2017.AmericanGut3K.mzXMLfiles/Samples/000009732_RH7_01_6430.mzML:scan:1945,1,0.87,10,MSV000080673,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85206_RA12_01_36472.mzML:scan:1264,1,0.87,10,MSV000082969,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:351583,1,0.87,10,MSV000091795,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G84906_GE2_01_36859.mzML:scan:1245,1,0.87,11,MSV000084099,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_9/17_33.mzML:scan:2062,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:321194,1,0.87,11,MSV000091795,NoID
0,mzspec:MSV000083004:ccms_peak/Bile_acid_gavage_experiment/PD11_13_GC9_01_16828.mzML:scan:2391,1,0.87,9,MSV000083004,NoID
0,mzspec:MSV000082049:peak/Plate_4/23_30.mzML:scan:2050,1,0.87,9,MSV000082049,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G84991_RERUN_DryGas_BH5_01_37264.mzML:scan:1230,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000080183:ccms_peak/AIR_4Weeks/48-F-04.mzXML:scan:2030,1,0.87,10,MSV000080183,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85191_RB9_01_36481.mzML:scan:1258,1,0.87,10,MSV000082969,NoID
0,mzspec:MSV000080183:ccms_peak/AIR_6Weeks/31-F-09.mzXML:scan:2007,1,0.87,10,MSV000080183,NoID
0,mzspec:MSV000083995:ccms_peak/mzXML/Cecum Samples/ChAT/ChAT_S_DREADD_3_Cecum_BE3_01_44234.mzML:scan:1216,1,0.87,9,MSV000083995,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_4/23_35.mzML:scan:2059,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000093171:peak/Converted/1359-GB.mzXML:scan:3074,1,0.87,9,MSV000093171,NoID
0,mzspec:MSV000093170:peak/Converted/1359-GB.mzXML:scan:3074,1,0.87,9,MSV000093170,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85191_RB9_01_36481.mzML:scan:1258,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84739_RC6_01_35688.mzML:scan:1316,1,0.87,9,MSV000083689,NoID
-0.01,mzspec:MSV000084908:ccms_peak/Fecal_mzXML/Plate_01/FIT012E3CAL_BB3_01_51865.mzML:scan:2723,1,0.87,10,MSV000084908,NoID
0,mzspec:MSV000082049:peak/Plate_9/17_33.mzML:scan:2062,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:230001,1,0.87,9,MSV000091795,NoID
0,mzspec:MSV000080183:ccms_peak/AIR_4Weeks/47-F-08.mzXML:scan:2032,1,0.87,10,MSV000080183,NoID
0,mzspec:MSV000082268:peak/mzxml_files/samples/Plate8_BG11_01_24457.mzXML:scan:1236,1,0.87,10,MSV000082268,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G85013_RG5_01_35400.mzML:scan:1269,1,0.87,8,MSV000083689,NoID
0.99,mzspec:MSV000080574:ccms_peak/mzXML_Files/1w10.mzXML:scan:2051,1,0.87,9,MSV000080574,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G84939_RB10_01_36766.mzML:scan:1252,1,0.87,11,MSV000084099,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G85013_RG5_01_35400.mzML:scan:1269,1,0.87,8,MSV000083689,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G85250_BE5_01_35254.mzML:scan:1258,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000080183:ccms_peak/AIR_8Weeks/16-F-12.mzXML:scan:2030,1,0.87,11,MSV000080183,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:371905,1,0.87,10,MSV000091795,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84998_RD8_01_35128.mzML:scan:1246,1,0.87,10,MSV000083689,NoID
0,mzspec:MSV000082268:peak/mzxml_files/samples/Plate10_BA4_01_24596.mzXML:scan:1232,1,0.87,9,MSV000082268,NoID
0,mzspec:MSV000080050:ccms_peak/Aqueous/Sample/CD Active/46_RD10_01_18082.mzXML:scan:1726,1,0.87,9,MSV000080050,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:297655,1,0.87,11,MSV000091795,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85348_rerun_gas_BC10_01_37215.mzML:scan:1228,1,0.87,10,MSV000082969,NoID
0,mzspec:MSV000082406:peak/Stool/CAM0195_GA8_01_2024.mzXML:scan:2719,1,0.87,11,MSV000082406,NoID
0,mzspec:MSV000081981:ccms_peak/2017.AmericanGutPhase1.Samples.mzXMLfiles/Samples/000009732_RH7_01_6430.mzML:scan:1945,1,0.87,10,MSV000081981,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:254607,1,0.87,11,MSV000091795,NoID
0,mzspec:MSV000080183:ccms_peak/AIR_6Weeks/32-F-06.mzXML:scan:2033,1,0.87,11,MSV000080183,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84951_BE9_01_35264.mzML:scan:1259,1,0.87,10,MSV000083689,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_9/17_34.mzML:scan:2067,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85240_GD1_01_36848.mzML:scan:1247,1,0.87,10,MSV000082969,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84979_RB4_01_35441.mzML:scan:1300,1,0.87,11,MSV000083689,NoID
0,mzspec:MSV000079777:ccms_peak/Org/86_RH2.mzXML:scan:1047,1,0.87,11,MSV000079777,NoID
0.01,mzspec:ST002338:RawData/mzXML_format/Pos/pos_25.mzXML:scan:6324,1,0.87,10,ST002338,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:245086,1,0.87,11,MSV000091795,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G85250_BE5_01_35254.mzML:scan:1258,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:359379,1,0.87,10,MSV000091795,NoID
0.05,mzspec:MSV000079777:ccms_peak/Aq/54_RE6.mzXML:scan:1726,1,0.87,11,MSV000079777,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G85233_RF5_01_35726.mzML:scan:1311,1,0.87,10,MSV000083689,NoID
0,mzspec:ST002338:RawData/mzXML_format/Pos/pos_QC_05.mzXML:scan:6608,1,0.87,10,ST002338,NoID
0,mzspec:MSV000081950:ccms_peak/data_mzxml_fecal/Samples/S101_BA7_01_25049.mzML:scan:1221,1,0.87,10,MSV000081950,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84953_RA5_01_35430.mzML:scan:1306,1,0.87,11,MSV000083689,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84953_RA5_01_35430.mzML:scan:1306,1,0.87,11,MSV000083689,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G85233_RF5_01_35726.mzML:scan:1311,1,0.87,10,MSV000083689,NoID
0,mzspec:MSV000081482:ccms_peak/haddad_ldlr_6weeks_fecal_raw/32-F-06.mzML:scan:2033,1,0.87,11,MSV000081482,NoID
0,mzspec:MSV000080673:ccms_peak/2017.AmericanGut3K.mzXMLfiles/Samples/000009732_RH7_01_6430.mzML:scan:1951,1,0.87,10,MSV000080673,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/Unknown 1_BB5_01_35771.mzML:scan:1319,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000082268:peak/mzxml_files/samples/Plate8_BF4_01_24436.mzXML:scan:1238,1,0.87,10,MSV000082268,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:419349,1,0.87,9,MSV000091795,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84902_BC3_01_35562.mzML:scan:1312,1,0.87,11,MSV000083689,NoID
0,mzspec:MSV000082268:peak/mzxml_files/samples/Plate6_BB11_01_24154.mzXML:scan:1229,1,0.87,10,MSV000082268,NoID
0,mzspec:MSV000081981:ccms_peak/2017.AmericanGutPhase1.Samples.mzXMLfiles/Samples/000009732_RH7_01_6430.mzML:scan:1951,1,0.87,10,MSV000081981,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/Unknown 1_BB5_01_35771.mzML:scan:1319,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_11/18_32.mzML:scan:2031,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000084218:ccms_peak/raw/Plate 1/11823.BVC.1678.10.03_RE11_01_36143.mzML:scan:1609,1,0.87,11,MSV000084218,NoID
0,mzspec:MSV000082221:ccms_peak/mzxml_files/samples/PLCL20963_RA11_01_28013.mzML:scan:1218,1,0.87,10,MSV000082221,NoID
0,mzspec:MSV000082802:ccms_peak/mzXML_Data/Phenalanocholic_acid_03hr_A_GE7_01_15359.mzML:scan:2600,1,0.87,9,MSV000082802,NoID
0,mzspec:MSV000083446:ccms_peak/PD30.8_RF6_01_20474.mzML:scan:2402,1,0.87,9,MSV000083446,NoID
0,mzspec:MSV000082221:ccms_peak/mzxml_files/samples/PLCL22178_RA4_01_28218.mzML:scan:1213,1,0.87,9,MSV000082221,NoID
0.02,mzspec:MSV000079777:ccms_peak/Aq/46_RD10.mzXML:scan:1726,1,0.87,9,MSV000079777,NoID
0,mzspec:MSV000082221:ccms_peak/mzxml_files/samples/PLCL23041_RF5_01_28287.mzML:scan:1206,1,0.87,9,MSV000082221,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_4/23_30.mzML:scan:2050,1,0.87,9,MSV000082049,NoID
0,mzspec:MSV000084794:ccms_peak/Raw_data/pos/NO08.mzML:scan:2717,1,0.87,9,MSV000084794,NoID
0,mzspec:MSV000095605:peak/si_contents_29_15_INFECTED_WT_INF_3_10_14_2021_3_181_E6.mzML:scan:1236,1,0.87,10,MSV000095605,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84979_RB4_01_35441.mzML:scan:1300,1,0.87,11,MSV000083689,NoID
0,mzspec:MSV000084908:ccms_peak/Fecal_mzXML/Plate_02/FIT135E3CAL_GD11_01_52045.mzML:scan:2718,1,0.87,10,MSV000084908,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:236328,1,0.87,8,MSV000091795,NoID
0,mzspec:MSV000082049:peak/Plate_11/18_32.mzML:scan:2031,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000083024:ccms_peak/Plate1/11823.BVC.1678.10.03_RE11_01_36143.mzML:scan:1609,1,0.87,11,MSV000083024,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84902_BC3_01_35562.mzML:scan:1312,1,0.87,11,MSV000083689,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G85020_RE9_01_35718.mzML:scan:1312,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:238008,1,0.87,8,MSV000091795,NoID
0,mzspec:MSV000083004:ccms_peak/Bile_acid_gavage_experiment/PD15_11_GG8_01_16880.mzML:scan:2503,1,0.87,11,MSV000083004,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84998_RD8_01_35128.mzML:scan:1246,1,0.87,10,MSV000083689,NoID
0,mzspec:MSV000088735:ccms_peak/Plate_01/IFXI10-D3-AV-STWK6.mzML:scan:1661,1,0.87,9,MSV000088735,NoID
0,mzspec:MSV000088646:ccms_peak/Plate_06_RAW/243362_Y2.mzML:scan:1658,1,0.87,9,MSV000088646,NoID
0,mzspec:MSV000087562:peak/HILIC_pos_iHMPpool/0019_DOR_AA_BAConj_HP-iHMP_Pool_30V.mzML:scan:1771,1,0.87,9,MSV000087562,NoID
0,mzspec:MSV000082221:ccms_peak/mzxml_files/samples/PLCL23362_RE5_01_28274.mzML:scan:1213,1,0.87,10,MSV000082221,NoID
0,mzspec:MSV000087522:ccms_peak/pos/ECG_1_18A_BB1_01_56945.mzML:scan:2002,1,0.87,10,MSV000087522,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85047_RF9_01_36533.mzML:scan:1253,1,0.87,9,MSV000082969,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85045_RA9_01_36469.mzML:scan:1253,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000087942:ccms_peak/Plate_01_RAW/Tube_076.mzML:scan:1666,1,0.87,8,MSV000087942,NoID
0,mzspec:MSV000081343:ccms_peak/mzXML/Stool/EZ42.mzXML:scan:2055,1,0.87,9,MSV000081343,NoID
0,mzspec:MSV000079134:updates/2016-11-21_negarg_3e021a74/peak/mzXML_Batch2_November2016/Data_Batch2_November2016/28_1_Fe_GE7_01_31014.mzXML:scan:2172,1,0.87,10,MSV000079134,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84739_RC6_01_35688.mzML:scan:1316,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000094393:peak/BA_Aminoacids_AP_32.mzML:scan:3278,1,0.87,9,MSV000094393,NoID
0,mzspec:MSV000081477:ccms_peak/mzXML/Plate5/C101_GE3_01_798.mzML:scan:1240,1,0.87,10,MSV000081477,NoID
0,mzspec:MSV000082049:peak/Plate_9/17_34.mzML:scan:2067,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85240_GD1_01_36848.mzML:scan:1247,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000080050:ccms_peak/Aqueous/Sample/CD Inactive/54_RE6_01_17967.mzXML:scan:1726,1,0.87,11,MSV000080050,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_12/9_34.mzML:scan:2047,1,0.87,8,MSV000082049,NoID
0,mzspec:MSV000081477:ccms_peak/mzXML/Plate4/C76_BD11_01_677.mzML:scan:1239,1,0.87,10,MSV000081477,NoID
0,mzspec:MSV000080183:ccms_peak/AIR_4Weeks/45-F-04.mzXML:scan:2049,1,0.87,10,MSV000080183,NoID
0,mzspec:MSV000082049:peak/Plate_12/29_34.mzML:scan:2025,1,0.87,9,MSV000082049,NoID
0,mzspec:MSV000081477:ccms_peak/mzXML/Plate5/C94_GF2_01_812.mzML:scan:1239,1,0.87,10,MSV000081477,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85188_GE8_01_36865.mzML:scan:1240,1,0.87,10,MSV000082969,NoID
0,mzspec:MSV000081477:ccms_peak/mzXML/Plate5/C116_GD5_01_785.mzML:scan:1240,1,0.87,10,MSV000081477,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G85058_RG11_01_35746.mzML:scan:1315,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85348_rerun_gas_BC10_01_37215.mzML:scan:1228,1,0.87,10,MSV000084099,NoID
0,mzspec:MSV000093170:peak/Converted/1359-GB.mzXML:scan:3042,1,0.87,11,MSV000093170,NoID
0,mzspec:MSV000093171:peak/Converted/1359-GB.mzXML:scan:3042,1,0.87,11,MSV000093171,NoID
0,mzspec:MSV000082049:peak/Plate_12/19_28.mzML:scan:2036,1,0.87,9,MSV000082049,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_12/19_28.mzML:scan:2036,1,0.87,9,MSV000082049,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84951_BE9_01_35264.mzML:scan:1259,1,0.87,10,MSV000083689,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G85020_RE9_01_35718.mzML:scan:1312,1,0.87,9,MSV000083689,NoID
0,mzspec:MSV000087562:ccms_peak/HILIC_pos_iHMPpool/0019_DOR_AA_BAConj_HP-iHMP_Pool_30V.mzML:scan:1746,1,0.87,8,MSV000087562,NoID
0,mzspec:MSV000082221:ccms_peak/mzxml_files/samples/PLCL22343.1_BD6_01_28366.mzML:scan:1207,1,0.87,9,MSV000082221,NoID
0,mzspec:MSV000081477:ccms_peak/mzXML/Plate5/C126_GF6_01_816.mzML:scan:1238,1,0.87,10,MSV000081477,NoID
0,mzspec:MSV000087562:ccms_peak/HILIC_pos_iHMPpool/0019_DOR_AA_BAConj_HP-iHMP_Pool_30V.mzML:scan:1771,1,0.87,9,MSV000087562,NoID
0,mzspec:MSV000079134:updates/2016-11-21_negarg_3e021a74/peak/mzXML_Batch2_November2016/Data_Batch2_November2016/29_1_Fe_GE9_01_31018.mzXML:scan:2391,1,0.87,10,MSV000079134,NoID
0,mzspec:MSV000088761:ccms_peak/BAAT_LCMS_files/Tissue/Samples/Baat157GB.mzML:scan:3052,1,0.87,10,MSV000088761,NoID
0,mzspec:MSV000088761:ccms_peak/BAAT_LCMS_files/Tissue/Samples/Baat164J.mzML:scan:3094,1,0.87,10,MSV000088761,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85045_RA9_01_36469.mzML:scan:1253,1,0.87,10,MSV000082969,NoID
0,mzspec:MSV000082268:peak/mzxml_files/samples/Plate8_BD5_01_24407.mzXML:scan:1236,1,0.87,9,MSV000082268,NoID
0,mzspec:MSV000096038:peak/Cecum/CC3xtg_141.mzML:scan:2119,1,0.87,10,MSV000096038,NoID
0,mzspec:MSV000087562:peak/HILIC_pos_iHMPpool/0019_DOR_AA_BAConj_HP-iHMP_Pool_30V.mzML:scan:1746,1,0.87,8,MSV000087562,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:384440,1,0.86,8,MSV000091795,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G85228_RF3_01_35724.mzML:scan:1316,1,0.86,9,MSV000083689,NoID
0,mzspec:MSV000082049:peak/Plate_4/13_38.mzML:scan:2056,1,0.86,8,MSV000082049,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84869_BG12_01_35632.mzML:scan:1313,1,0.86,10,MSV000083689,NoID
0,mzspec:MSV000080918:ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS287_RA8_01_7641.mzML:scan:2661,1,0.86,10,MSV000080918,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85327_rerun_gas_BC11_01_37216.mzML:scan:1227,1,0.86,9,MSV000082969,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85264_RE11_01_36806.mzML:scan:1247,1,0.86,10,MSV000084099,NoID
0,mzspec:MSV000082969:ccms_peak/data_mzxml/data_mzxml_20180912_New/G85264_RE11_01_36806.mzML:scan:1247,1,0.86,10,MSV000082969,NoID
0,mzspec:MSV000087562:peak/HILIC_pos_iHMPpool/0019_DOR_AA_BAConj_HP-iHMP_Pool_30V.mzML:scan:1777,1,0.86,9,MSV000087562,NoID
0,mzspec:MSV000084099:ccms_peak/data_mzxml_20180912_New/G85327_rerun_gas_BC11_01_37216.mzML:scan:1227,1,0.86,9,MSV000084099,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples/G84975_BG8_01_35627.mzML:scan:1312,1,0.86,10,MSV000083689,NoID
-0.01,mzspec:MSV000083462:ccms_peak/Stool_verified/mzXML_data_4/Samples/11712.SUBJECT9.STOOL.1222.B.mzML:scan:1239,1,0.86,9,MSV000083462,NoID
0,mzspec:MSV000087562:ccms_peak/HILIC_pos_iHMPpool/0019_DOR_AA_BAConj_HP-iHMP_Pool_30V.mzML:scan:1777,1,0.86,9,MSV000087562,NoID
0,mzspec:MSV000079134:updates/2016-11-21_negarg_3e021a74/peak/mzXML_Batch2_November2016/Data_Batch2_November2016/6_2_Fe_GA8_01_30951.mzXML:scan:2424,1,0.86,9,MSV000079134,NoID
0,mzspec:MSV000080558:ccms_peak/400 mice RR/SS287_RA8_01_7641.mzXML:scan:2661,1,0.86,10,MSV000080558,NoID
0,mzspec:MSV000082268:peak/mzxml_files/samples/Plate10_BG4_01_24683.mzXML:scan:1227,1,0.86,9,MSV000082268,NoID
0,mzspec:MSV000081351:ccms_peak/mzXML_Files/Rhee_2/38893.mzXML:scan:2280,1,0.86,9,MSV000081351,NoID
0,mzspec:MSV000081492:ccms_peak/Raw_Files/Samples_Sham/dhmc_9_10.mzML:scan:2243,1,0.86,8,MSV000081492,NoID
0,mzspec:MSV000081343:ccms_peak/mzXML/Stool/EZ48.mzXML:scan:2077,1,0.86,8,MSV000081343,NoID
0,mzspec:MSV000082610:ccms_peak/Chol_phe_1in50_RC3_01_12109.mzML:scan:2708,1,0.86,10,MSV000082610,NoID
0,mzspec:MSV000082467:peak/Chol_phe_1in50_RC3_01_12109.mzXML:scan:2708,1,0.86,10,MSV000082467,NoID
0,mzspec:MSV000082049:ccms_peak/Plate_4/13_38.mzML:scan:2056,1,0.86,8,MSV000082049,NoID
0,mzspec:ST002338:RawData/mzXML_format/Pos/pos_31.mzXML:scan:6605,1,0.86,9,ST002338,NoID
0,mzspec:ST002338:RawData/mzXML_format/Pos/pos_QC_04.mzXML:scan:6621,1,0.86,9,ST002338,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:229379,1,0.86,8,MSV000091795,NoID
0,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75115_1x_RC4_01_23284.mzML:scan:1344,1,0.86,7,MSV000084900,NoID
0,mzspec:MSV000084681:ccms_peak/mzXML/Small intestine/PheF1_SI_BA3_01_49969.mzML:scan:1221,1,0.86,8,MSV000084681,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:268696,1,0.86,8,MSV000091795,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84975_BG8_01_35627.mzML:scan:1312,1,0.86,10,MSV000083689,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:159633,1,0.86,8,MSV000091795,NoID
0,mzspec:MSV000083004:ccms_peak/Bile_acid_gavage_experiment/PD6_11_BF8_01_16756.mzML:scan:2402,1,0.86,9,MSV000083004,NoID
0,mzspec:MSV000091795:peak/bile_acid_modifications_all_600k_renumbered.mzML:scan:446212,1,0.86,9,MSV000091795,NoID
-0.01,mzspec:MSV000084908:ccms_peak/Fecal_mzXML/Plate_02/FIT106E3CAL_GB10_01_52018.mzML:scan:2698,1,0.86,9,MSV000084908,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G85228_RF3_01_35724.mzML:scan:1316,1,0.86,9,MSV000083689,NoID
0,mzspec:MSV000083689:ccms_peak/data_mzxml/samples_fecal/G84961_RD5_01_35699.mzML:scan:1310,1,0.86,9,MSV000083689,NoID
0,mzspec:MSV000094504:peak/Wisconsin_Fecal_P1_MZML/mars00096.mzML:scan:1681,1,0.86,9,MSV000094504,NoID
